source,target,spatial_distance,binary_jaccard,geometric_distance,geometric_direction,geometric_image,geometric_depth,geometric_composite,common_camera_count,feature_cosine,feature_l2,scaling_l2,offset_l2
14,65,7.67693107827984,0.7727272510528564,0.6326339840888977,0.9961094856262207,0.36739641427993774,0.6265088319778442,0.6556621789932251,17.0,0.23414646089076996,9.350082397460938,4.583563327789307,11.015296936035156
14,44,8.261336175939824,0.7142857313156128,0.6164936423301697,0.99049973487854,0.16246043145656586,0.6047731637954712,0.5935567617416382,15.0,-0.16222141683101654,10.710119247436523,4.558795928955078,15.110516548156738
24,5495,18.619558456299266,0.5,0.4559200704097748,0.9822416305541992,0.014777465723454952,0.46709704399108887,0.4800090491771698,14.0,0.040824830532073975,11.764446258544922,3.2419869899749756,8.211724281311035
24,5944,18.70323915295486,0.48275861144065857,0.4619426131248474,0.9764395952224731,0.0035269898362457752,0.47177988290786743,0.47842228412628174,14.0,0.16116461157798767,12.341777801513672,3.098093032836914,12.553647994995117
24,5591,18.776260501083343,0.48275861144065857,0.45958903431892395,0.9764324426651001,0.003428783966228366,0.46966224908828735,0.4772781431674957,14.0,0.04264014586806297,12.691176414489746,3.3310201168060303,8.837141036987305
32,4705,8.450324809135045,0.4736842215061188,0.5207288265228271,0.9948779344558716,0.3851011097431183,0.5224417448043823,0.6057873964309692,9.0,0.27854299545288086,6.4242448806762695,0.41643068194389343,9.358644485473633
41,38,0.43246417369233486,1.0,0.9664329886436462,0.9999784827232361,0.9918144941329956,0.9679524302482605,0.9815446138381958,14.0,-0.06063390150666237,9.782415390014648,5.121432304382324,9.272188186645508
41,437,2.8629745196181644,0.8666666746139526,0.8109135031700134,0.9936288595199585,0.2833420932292938,0.8228950500488281,0.7276948690414429,13.0,-0.19802948832511902,10.06804084777832,5.221563816070557,12.75587272644043
41,80,2.891889385690987,0.5454545617103577,0.9751891493797302,0.9848605990409851,0.019188037142157555,0.9494192004203796,0.732164204120636,12.0,-0.41251426935195923,11.517489433288574,5.212495803833008,15.274029731750488
43,424,3.770564087929515,0.7083333134651184,0.7903639674186707,0.9979647397994995,0.5564907193183899,0.7916805148124695,0.7841249704360962,17.0,0.3143092393875122,7.430964946746826,7.498073101043701,8.611333847045898
43,2605,4.603949823426769,0.4516128897666931,0.8395689129829407,0.9851436614990234,0.04338758438825607,0.8253908753395081,0.673372745513916,14.0,0.22360678017139435,5.378807544708252,7.355889797210693,5.877870082855225
45,47,1.6970562242714975,0.7333333492279053,0.9655217528343201,0.9952678680419922,0.288308322429657,0.9605454802513123,0.8024108409881592,11.0,0.4045198857784271,4.746474742889404,0.1852886974811554,9.938041687011719
45,526,2.961080607395712,0.6111111044883728,0.7614524364471436,0.997960090637207,0.5682651996612549,0.7611142992973328,0.7721980214118958,11.0,-0.0639202743768692,18.231037139892578,0.43547457456588745,11.993183135986328
58,527,2.999733339474683,0.5714285969734192,0.7777219414710999,0.9958140254020691,0.27185216546058655,0.7701342701911926,0.7038806080818176,12.0,0.06011131405830383,11.88641357421875,0.3847685158252716,8.868364334106445
58,672,3.063070459384267,0.6842105388641357,0.7583920359611511,0.9964888691902161,0.5210369825363159,0.7520525455474854,0.7569925785064697,13.0,-0.07221484929323196,15.861536979675293,0.5315673351287842,29.454524993896484
59,106,1.7325128124914315,0.8095238208770752,0.9146714210510254,0.9976487755775452,0.4904743731021881,0.9025884866714478,0.8263458013534546,17.0,0.024217970669269562,10.827953338623047,2.2753164768218994,22.035966873168945
64,453,2.4066573331798105,0.6111111044883728,0.8137052655220032,0.9969085454940796,0.41485536098480225,0.8223737478256226,0.7619607448577881,11.0,-0.18223702907562256,17.548662185668945,0.19943231344223022,5.691841125488281
68,89,2.2054307614391484,0.6499999761581421,0.9385232329368591,0.9915570020675659,0.06913996487855911,0.9195848703384399,0.7297012805938721,13.0,0.058025892823934555,7.658919334411621,4.291106700897217,9.809260368347168
91,158,1.7120745677017326,0.8125,0.9673433899879456,0.9939946532249451,0.25703614950180054,0.9529962539672852,0.7928426265716553,13.0,0.2545875906944275,6.317416667938232,0.27669644355773926,7.867666721343994
91,58,1.7834798860435053,0.6315789222717285,0.9314334988594055,0.9953224062919617,0.17109279334545135,0.9297113418579102,0.7568899989128113,12.0,0.22047929465770721,9.443703651428223,0.5116859674453735,4.961592197418213
91,45,1.9283153635581947,0.6875,0.9110639095306396,0.9953740835189819,0.2964180111885071,0.9165325164794922,0.7798471450805664,11.0,0.34188172221183777,5.753105163574219,0.19140809774398804,8.655967712402344
91,154,2.292247589010274,0.6875,0.9641836285591125,0.9890329241752625,0.06463682651519775,0.9459095001220703,0.7409406900405884,11.0,0.7470179200172424,4.604808807373047,0.12148211151361465,14.702197074890137
91,673,2.549980024670948,0.8235294222831726,0.8069554567337036,0.9943910241127014,0.1755972057580948,0.8185334801673889,0.6988692879676819,14.0,0.323146253824234,13.94411563873291,0.33487969636917114,3.49839448928833
108,235,1.4085454951784262,0.75,0.9839999079704285,0.9968844652175903,0.41189855337142944,0.9693076014518738,0.8405226469039917,18.0,0.3120305836200714,7.017719268798828,0.2694520652294159,10.697141647338867
135,118,0.2399999698003791,1.0,0.9921963214874268,0.9998970031738281,0.9706626534461975,0.9917409420013428,0.9886242151260376,12.0,0.6400569081306458,16.19103240966797,0.204427570104599,10.353337287902832
135,208,0.720000002119302,1.0,0.9902461171150208,0.9989188313484192,0.7311501502990723,0.9832100868225098,0.9258813261985779,12.0,-0.015180950053036213,21.254186630249023,0.28105226159095764,16.650745391845703
137,151,1.7241880258537547,0.8571428656578064,0.9350473284721375,0.9952349662780762,0.3366036117076874,0.9378450512886047,0.801182746887207,12.0,0.7248358130455017,5.188537120819092,0.847419798374176,24.32550048828125
